artist,popularity,country,danceability,energy,acousticness,instrumentalness,valence,loudness,tempo_confidence,time_signature,time_signature_confidence,k_0,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10,key_confidence,mode,mode_confidence,artist_followers,al_type_compilation,al_type_single,exp_False,al_total_tracks_log,track_dur_log,speechiness_log,liveness_log,tempo_log
Nadin Amizah,75,indonesia,0.47,0.131,0.933,0.00245,0.115,-13.29,0.093,3,0.659,0,0,0,0,0,0,1,0,0,0,0,0.259,1,0.529,1224237,0,0,1,2.302585092994046,5.755615623296218,-3.3186961601504117,-2.2164073967529934,4.7777443913271656
Gusty dj,71,argentina,0.9,0.57,0.08,0.0,0.535,-2.573,0.281,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.5,1,0.435,117609,0,1,1,0.0,5.109605434732067,-1.3432348716594436,-0.9137938516755678,4.575071738164058
陳卓賢 Ian,61,hong_kong,0.655,0.579,0.491,0.0,0.434,-7.545,0.219,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.43,1,0.491,76564,0,1,1,0.0,5.149927560973753,-3.3610155920293234,-1.491654876777717,4.532223078232026
Cairokee,58,egipto,0.74,0.507,0.373,0.000201,0.551,-8.764,0.913,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0.592,0,0.597,1440773,0,0,1,2.4849066497880004,5.471564542066283,-2.137070654516472,-1.4312917270506265,4.6443235891838
Maes,75,francia,0.919,0.621,0.282,0.0,0.555,-4.741,0.47,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.705,1,0.573,2327067,0,1,0,0.0,5.101900942161484,-1.2946271725940668,-2.4781296655089764,4.86767290240913
Jerry Heil,56,ucrania,0.773,0.717,0.0119,3.5e-06,0.783,-6.662,0.605,4,0.649,0,0,1,0,0,0,0,0,0,0,0,0.029,1,0.003,192561,0,1,1,0.0,4.789065503770337,-1.491654876777717,-1.1270117631898076,5.062949400611104
Taylor Swift,86,eeuu,0.751,0.502,0.2,0.0,0.106,-8.767,0.62,4,0.981,0,0,0,0,0,0,0,1,0,0,0,0.758,1,0.548,68732645,0,0,0,2.5649493574615367,5.349751650996022,-1.7897614665653818,-1.2173958246580767,4.69019125028548
Edan 呂爵安,53,hong_kong,0.569,0.466,0.42,0.0,0.305,-8.935,0.473,4,0.93,0,0,0,0,0,1,0,0,0,0,0,0.672,1,0.654,72258,0,1,1,0.0,5.573012978766854,-3.3270179834879037,-2.234926444520231,4.820200917191751
Cian Ducrot,73,irlanda,0.514,0.651,0.349,0.0,0.525,-4.114,0.47,4,0.995,0,1,0,0,0,0,0,0,0,0,0,0.794,1,0.75,212376,0,1,1,0.6931471805599453,5.150669663128019,-3.146555163288575,-2.556187851792964,5.049208361674974
Ace Banzuelo,75,filipinas,0.482,0.881,0.0128,0.0,0.281,-3.62,0.62,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.331,0,0.491,280313,0,1,1,0.0,5.669894715988844,-2.931818947810338,-2.2730262907525014,4.969952178820721
PP Krit,70,tailandia,0.765,0.468,0.0745,0.0,0.849,-9.272,0.969,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.426,1,0.505,214603,0,1,1,0.0,5.134686053875562,-2.676551534042839,-2.4877105771207346,4.663552295251746
Tanishk Bagchi,78,inglaterra,0.72,0.63,0.615,0.0,0.512,-5.549,0.56,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.816,1,0.63,2658602,0,1,1,0.0,5.439348068924111,-3.18689277901515,-2.2256240518579173,4.3945602596111675
Eladio Carrion,75,españa,0.563,0.628,0.747,6.52e-06,0.477,-5.723,0.124,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,0.06,2906636,0,0,0,2.302585092994046,5.184924679192946,-1.4696759700589417,-1.241328590869705,4.826680404139623
Roope Salminen & Koirat,63,finlandia,0.646,0.818,0.0399,0.0,0.834,-5.509,0.971,4,0.928,0,0,0,0,0,0,1,0,0,0,0,0.527,1,0.549,20476,0,1,1,0.0,5.165928178502291,-2.694147295933219,-1.1394342831883648,4.920017421512514
LF SYSTEM,83,australia,0.578,0.912,0.0166,0.00362,0.68,-3.929,0.381,4,0.96,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,45743,0,1,1,0.0,5.179105811042857,-2.1715568305876416,-1.2982834837971773,4.851014122823077
BE'O,61,korea_sur,0.785,0.769,0.0799,0.0,0.947,-1.919,0.948,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.472,0,0.439,195086,0,1,1,1.9459101490553132,5.273409730841852,-3.0200249661230356,-2.198225077669803,4.828177728053463
Adir Getz,56,israel,0.708,0.287,0.875,0.0,0.461,-10.791,0.326,4,0.992,1,0,0,0,0,0,0,0,0,0,0,0.463,0,0.593,75617,0,1,1,0.0,5.19295685089021,-3.3552684497737557,-2.162823150618887,4.9117353454413735
Justin Bieber,86,emiratos_arabes,0.601,0.741,0.185,2.91e-05,0.441,-5.569,0.554,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.547,1,0.58,70211653,0,0,1,2.772588722239781,5.031678981024605,-3.0407296394847267,-0.8794767587514388,5.036692828415545
GREY D,65,vietnam,0.56,0.42,0.882,0.000605,0.585,-10.729,0.08,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.582,1,0.793,67795,0,1,1,0.0,5.4199241932992654,-1.3586791940869172,-2.2072749131897207,5.15730088757081
Eladio Carrion,73,república_dominicana,0.764,0.66,0.174,0.00342,0.291,-6.117,0.346,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.335,1,0.529,2906636,0,0,0,2.302585092994046,4.818578503314144,-1.2837377727947985,-1.9449106487222299,5.2480498616479805
Billie Eilish,84,arabia_saudí,0.704,0.225,0.902,0.657,0.243,-14.454,0.768,4,0.905,0,0,0,0,0,0,1,0,0,0,0,0.491,0,0.542,77023432,0,1,1,0.0,5.502991401578585,-2.308603165319609,-2.24431618487007,4.787541741532087
Victor Leksell,72,suecia,0.833,0.507,0.191,0.0,0.483,-6.95,0.794,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.377,1,0.529,131767,0,1,1,0.0,5.106218163989985,-3.18689277901515,-2.460409178187613,4.709809441600415
Gettomasa,56,finlandia,0.759,0.607,0.148,2.26e-06,0.756,-6.512,0.317,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.356,0,0.427,100924,0,0,0,2.3978952727983707,5.319065625025456,-2.2633643798407643,-1.0023934309275668,4.4424394693591225
Selma Ibrahim,62,noruega,0.763,0.831,0.0979,0.0,0.449,-5.145,0.863,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.582,1,0.578,3097,0,1,1,0.0,5.304945352838257,-2.5022562881231134,-2.4090573375045627,4.851788047087489
Aerosmith,35,arabia_saudí,0.393,0.433,0.39,8.41e-05,0.238,-10.045,0.022,4,0.976,0,0,0,0,0,1,0,0,0,0,0,0.461,0,0.549,13188592,0,0,1,2.0794415416798357,5.588394069582064,-3.6690768268177565,-1.4524341636244356,4.376863327717001
UZI,81,turquía,0.785,0.638,0.357,0.0118,0.348,-7.081,0.917,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.72,1,0.632,2574313,0,0,1,2.3978952727983707,4.804021044733257,-2.2164073967529934,-2.320749063621717,4.844643675119508
Grupo Firme,84,mexico,0.731,0.491,0.609,0.0,0.781,-3.116,0.798,3,0.91,1,0,0,0,0,0,0,0,0,0,0,0.617,1,0.589,8986147,0,1,1,0.0,5.1361101531676265,-3.540459448995663,-1.3394107752210402,4.889529243335797
NONT TANONT,63,tailandia,0.565,0.527,0.354,0.0,0.4,-6.997,0.07,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.363,1,0.45,628612,0,0,1,2.4849066497880004,5.5109983758513374,-3.3298073855754824,-1.987774353154012,5.123660361887554
Rels B,87,colombia,0.627,0.429,0.238,0.0,0.565,-8.255,0.111,5,1.0,0,1,0,0,0,0,0,0,0,0,0,0.659,1,0.647,4734773,0,1,0,0.0,4.723593016931814,-1.4524341636244356,-2.1037342342488805,4.839657156762725
d4vd,93,global,0.571,0.544,0.453,0.00805,0.216,-10.613,0.504,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.628,1,0.672,740015,0,1,1,0.0,4.887563296506261,-3.5098967985854963,-1.1332037334377287,4.883195784406559
El Polaco,73,argentina,0.619,0.731,0.136,0.0,0.604,-5.711,0.561,3,0.642,0,0,0,0,0,0,0,1,0,0,0,0.324,0,0.281,469162,0,1,1,0.0,5.109780534886784,-1.3586791940869172,-3.114515809543958,4.94074916663209
Shiva,77,italia,0.742,0.644,0.187,0.0,0.32,-4.42,0.684,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0.128,1131872,0,1,0,0.0,5.139151632331264,-1.6245515502441485,-1.8140050781753747,4.820547659231246
Hal,77,indonesia,0.656,0.364,0.834,7.67e-05,0.487,-6.877,0.154,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.852,1,0.766,122901,0,1,1,1.0986122886681098,5.397488265992438,-3.4265151896464454,-2.320749063621717,5.030169911624816
MONSTAR,56,vietnam,0.613,0.5,0.547,0.000181,0.342,-8.349,0.191,4,0.941,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0.152,102992,0,0,1,2.0794415416798357,5.384614321732505,-3.586322865788844,-1.1177951080848836,4.605150185788089
告五人,65,taiwán,0.382,0.543,0.313,2.1e-05,0.166,-5.938,0.088,4,0.918,0,0,0,0,1,0,0,0,0,0,0,0.162,0,0.34,515851,0,1,1,0.0,5.688553771004675,-3.366795954944823,-1.3167682984712803,5.157053296543856
Blessd,66,colombia,0.867,0.766,0.527,8.5e-05,0.607,-3.542,0.381,4,0.941,0,0,0,0,0,0,1,0,0,0,0,0.542,1,0.595,1740658,0,0,0,2.5649493574615367,5.457037590089665,-2.0874737133771,-2.198225077669803,4.5111122218343915
Bad Bunny,88,colombia,0.829,0.799,0.0151,0.000543,0.471,-5.389,0.495,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,0.055,65270837,0,0,1,3.1354942159291497,5.427712717532586,-2.4112845099173867,-1.4188175528254507,4.574844990141979
Young Cister,69,chile,0.743,0.893,0.136,1.62e-05,0.851,-3.951,0.302,4,0.995,0,0,0,0,0,0,1,0,0,0,0,0.674,1,0.739,313919,0,1,1,0.0,5.5209447846884325,-2.831914188324596,-0.5942072327050416,4.543762757858728
Chris Jonex,71,colombia,0.788,0.705,0.617,0.0,0.694,-6.696,0.176,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.151,1,0.335,4919,0,1,1,0.0,4.890349128221754,-2.1892564076870427,-1.2006450142332614,4.605400159542146
Stars Music Chile,83,argentina,0.806,0.85,0.155,0.0,0.728,-4.84,0.255,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.517,1,0.702,23063,0,1,0,0.0,5.217221187501673,-2.3361418765228885,-1.6044503709230613,4.554024249163934
Aditya Rikhari,70,pakistán,0.744,0.328,0.681,0.0002,0.532,-12.535,0.432,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.109,1,0.336,104649,0,1,1,0.0,5.149863760865271,-1.4653375684603434,-2.05572501506252,4.594341769730749
Wizkid,65,nigeria,0.871,0.66,0.114,6.1e-05,0.706,-3.506,0.163,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.517,0,0.462,3358687,0,0,0,2.5649493574615367,5.345544404910719,-1.2378743560016174,-2.474560357733856,4.574185067040313
Beton.Hofi,54,hungría,0.278,0.508,0.74,0.0,0.0409,-7.072,0.112,4,0.41,0,0,0,0,0,0,0,0,0,1,0,0.199,0,0.287,32043,0,0,0,2.6390573296152584,5.2200530765519115,-2.3351082846996056,-2.2730262907525014,5.164282990305603
Ayed,59,arabia_saudí,0.694,0.858,0.206,0.000374,0.596,-4.676,0.462,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.493,0,0.335,176822,0,1,1,0.0,5.3099197972788765,-3.3214624136433017,-1.0671136216087387,4.779711555463083
Mora,79,españa,0.793,0.62,0.309,0.0,0.917,-3.769,0.875,4,0.659,0,0,0,1,0,0,0,0,0,0,0,0.127,0,0.389,1474054,0,0,0,2.6390573296152584,4.846805702133992,-3.074775480894444,-2.111964733385396,4.718311353714772
Dawid Podsiadło,69,polonia,0.663,0.811,0.0103,5.35e-06,0.937,-6.614,0.775,4,0.902,1,0,0,0,0,0,0,0,0,0,0,0.702,1,0.614,1749486,0,0,1,2.5649493574615367,5.372742788309299,-3.503230107227307,-1.5606477482646683,4.779375562179788
Mc Paiva ZS,85,brasil,0.585,0.6,0.117,0.0,0.617,-7.008,0.033,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.221,0,0.339,1557879,0,1,0,0.0,5.059425458265688,-0.8301130356331028,-2.987764103904814,5.079134710520948
Yzomandias,55,eslovaquia,0.772,0.572,0.15,0.0,0.191,-8.133,0.057,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.562,1,0.463,349928,0,0,0,2.772588722239781,5.319946755670913,-2.5942751868433653,-2.0635681925235456,4.51085950651685
Cris Mj,86,chile,0.87,0.548,0.0924,4.6e-05,0.832,-5.253,0.867,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.486,0,0.489,1005499,0,1,0,0.0,5.035327906686628,-2.563949857128453,-2.9299445330159877,4.564535673891908
Keung To,68,hong_kong,0.646,0.452,0.723,0.0,0.266,-8.152,0.256,4,0.761,1,0,0,0,0,0,0,0,0,0,0,0.584,1,0.614,94465,0,1,1,0.0,5.446767543624925,-3.4834926243889854,-2.145581344184381,4.549298003421459
Ultimo,73,italia,0.677,0.66,0.248,0.0,0.253,-7.104,0.768,4,0.596,0,1,0,0,0,0,0,0,0,0,0,0.636,1,0.603,3073350,0,1,1,0.0,5.151909136452687,-3.074775480894444,-1.731605546408308,4.844871891296304
Mohammed Saeed,55,egipto,0.671,0.248,0.936,0.0875,0.396,-14.674,0.255,4,0.955,0,0,0,0,0,1,0,0,0,0,0,0.755,0,0.711,506098,0,1,1,0.0,5.128092350701315,-1.9449106487222299,-2.162823150618887,4.941878109118771
Ernia,67,italia,0.747,0.631,0.17,0.0,0.76,-5.089,0.286,4,0.931,0,1,0,0,0,0,0,0,0,0,0,0.612,1,0.546,790570,0,0,0,2.6390573296152584,5.290884813430711,-1.584745299843729,-2.31061726469131,4.996820305062528
Polimá Westcoast,84,colombia,0.909,0.824,0.0777,0.00387,0.585,-4.627,0.875,4,0.998,0,1,0,0,0,0,0,0,0,0,0,0.494,1,0.544,442192,0,1,1,0.0,5.775628605059064,-2.529485693185968,-2.752002088631393,4.700207601322843
Nicki Minaj,80,australia,0.951,0.878,0.0509,1.61e-05,0.923,-2.565,0.44,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.702,1,0.664,27490295,0,0,0,3.332204510175204,5.141529044532354,-1.5558971455060706,-1.1363141558521213,4.890454385839871
P T K,54,república_checa,0.894,0.677,0.207,1.9e-06,0.462,-8.054,0.877,4,0.883,0,0,0,0,1,0,0,0,0,0,0,0.604,1,0.453,73134,0,0,0,2.3978952727983707,5.5134287461649825,-2.7364496756239083,-2.0402208285265546,4.700698523812407
Ernia,65,italia,0.684,0.624,0.391,0.0,0.177,-6.493,0.102,4,0.924,0,0,0,0,0,0,1,0,0,0,0,0.53,0,0.51,790570,0,0,0,2.6390573296152584,5.169688223950856,-1.2106617924767327,-1.7372712839439852,4.992885358586034
AP Dhillon,72,pakistán,0.723,0.456,0.137,2.95e-05,0.0383,-7.679,0.091,4,0.981,0,0,0,0,1,0,0,0,0,0,0,0.53,0,0.391,3324229,0,1,1,1.791759469228055,5.435946601536075,-3.3270179834879037,-2.513306124309698,4.616495808318006
Michael Bublé,77,eeuu,0.339,0.214,0.908,7.47e-06,0.363,-11.714,0.224,3,0.308,0,0,0,0,1,0,0,0,0,0,0,0.625,1,0.583,5732988,0,0,1,2.772588722239781,5.3309733094417675,-3.283414346005772,-1.07587280169862,4.551505661402398
Taylor Swift,88,global,0.696,0.559,0.0618,5.58e-05,0.433,-9.202,0.384,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.716,1,0.661,68732645,0,0,1,2.5649493574615367,5.268708313043919,-2.6693103727862795,-2.422495389666603,5.099829841789084
Mike Lowrey,57,dinamarca,0.885,0.507,0.088,0.0,0.801,-8.869,0.316,4,0.803,0,0,1,0,0,0,0,0,0,0,0,0.302,1,0.421,431,0,1,1,0.0,5.013132174294843,-1.0469690555162714,-2.234926444520231,4.7877500427530695
SCH,66,francia,0.508,0.689,0.121,0.00513,0.43,-7.826,0.093,4,0.753,0,0,0,0,0,0,1,0,0,0,0,0.598,0,0.605,1819933,0,0,0,2.6390573296152584,5.386877543527517,-1.4567168254164364,-2.332013903684858,4.5578793971933935
Taylor Swift,89,global,0.637,0.398,0.0573,1.03e-06,0.0374,-8.29,0.189,4,0.911,0,0,0,0,0,0,0,1,0,0,0,0.503,1,0.501,68732645,0,0,0,2.5649493574615367,5.385732828550986,-2.875286120478124,-2.2926347621408776,4.682668120008475
Кореш,59,bielorrusia,0.841,0.452,0.873,5.7e-05,0.392,-8.04,0.511,4,0.986,0,1,0,0,0,0,0,0,0,0,0,0.555,0,0.549,63066,0,1,0,0.0,4.701706886036121,-1.8388510767619055,-2.3238087294456724,4.787341731530921
Azteca,53,rumanía,0.839,0.716,0.151,0.0,0.288,-7.909,0.607,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.011,1,0.393,216241,0,0,0,2.8903717578961645,5.548589585250499,-2.4674597361842796,-2.3025850929940455,4.852858046213298
WŁODAR,68,polonia,0.907,0.479,0.254,0.0,0.539,-7.091,0.467,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.549,1,0.525,17814,0,1,0,0.0,4.79853883171211,-1.305636458102436,-2.7318307297676134,4.499620763599624
cakal,72,turquía,0.622,0.809,0.246,0.0,0.606,-5.782,0.758,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0.622,0,0.303,1431654,0,1,1,0.0,4.792479284293085,-2.2537949288246137,-1.1425641761972924,4.606309536681517
Øneheart,83,arabia_saudí,0.466,0.0918,0.929,0.803,0.0841,-26.813,0.038,4,0.877,0,0,0,0,0,0,0,0,0,0,1,0.397,1,0.197,158420,0,1,1,0.0,4.82080562181198,-3.6156289923743437,-0.8232558659069656,4.554024249163934
Jamule,75,alemania,0.91,0.447,0.101,0.000377,0.315,-4.868,0.692,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.131,0,0.531,299820,0,1,0,1.0986122886681098,5.142066983886818,-2.676551534042839,-1.9805015938249322,4.828585700317007
Azahriah,58,hungría,0.696,0.707,0.368,0.0,0.506,-6.704,0.0,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.593,0,0.642,187908,0,0,0,2.4849066497880004,5.265494543180534,-1.5278579254416775,-2.198225077669803,4.4713873331786775
Rema,93,global,0.801,0.806,0.382,0.000669,0.802,-5.206,0.492,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.593,1,0.597,1923079,0,1,1,0.0,5.477789032925962,-3.2675409968494815,-2.1715568305876416,4.672819488623841
Benaia Barabi,59,israel,0.714,0.487,0.562,0.0,0.528,-7.396,0.506,4,0.986,0,0,0,0,0,0,0,1,0,0,0,0.579,1,0.746,235933,0,0,1,2.6390573296152584,5.428028973069694,-3.661264287080963,-2.4135166537013273,4.605260181938334
Basta,58,kazijistán,0.506,0.55,0.404,0.0,0.51,-8.791,0.193,4,0.991,0,0,0,0,0,0,1,0,0,0,0,0.537,1,0.825,988089,0,1,1,0.0,5.148859823373255,-1.5606477482646683,-2.017406150760383,4.433479916262797
Ana Mena,78,españa,0.784,0.814,0.0559,0.0,0.728,-2.436,0.63,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.521,1,0.559,615990,0,1,1,0.0,5.1073384426629,-3.0704558197499274,-1.6398971199188088,4.8672267108008995
KKevin,60,hungría,0.902,0.504,0.0955,1.5e-06,0.487,-7.136,0.2,4,0.983,0,1,0,0,0,0,0,0,0,0,0,0.555,0,0.586,73706,0,1,0,0.0,5.112975252460577,-1.7486999797676082,-2.3517753371848173,4.511002353456598
Oki,64,polonia,0.819,0.633,0.0696,0.0,0.794,-6.619,0.72,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.471,1,0.49,487978,0,0,0,2.833213344056216,5.093351348269528,-1.8078888511579385,-1.8140050781753747,4.692008214620429
Tiësto,85,noruega,0.696,0.793,0.0683,3.78e-06,0.698,-5.733,0.86,4,0.807,0,0,0,0,0,0,0,0,1,0,0,0.065,1,0.449,6751966,0,1,1,0.0,5.14895852085684,-2.333044300478754,-1.7147984280919266,4.787516742469551
Rei,82,argentina,0.838,0.545,0.0966,0.0,0.428,-6.1,0.433,4,0.697,0,0,0,0,0,0,0,0,0,1,0,0.284,0,0.35,375910,0,1,1,0.0,5.104131708810578,-2.8067661740413676,-2.3783868064103277,4.500065193237062
Anson Lo 盧瀚霆,64,hong_kong,0.683,0.885,0.14,0.0,0.285,-2.827,0.555,4,0.946,0,0,1,0,0,0,0,0,0,0,0,0.512,1,0.468,59125,0,1,1,0.0,5.423464332900614,-2.4270151713722226,-1.987774353154012,4.7363475600838125
RAVA,54,rumanía,0.739,0.735,0.431,0.0026,0.53,-6.276,0.774,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0.071,225236,0,1,0,0.0,5.016332368240748,-2.1286317858706076,-2.0325579557809856,4.941163736628877
UNDERGRUNN,63,noruega,0.748,0.703,0.0336,5.36e-05,0.634,-6.349,0.943,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.224,1,0.352,29043,0,0,0,2.3978952727983707,5.137450013622999,-3.0704558197499274,-1.987774353154012,4.70058036079275
Cairokee,56,egipto,0.71,0.559,0.175,0.0,0.573,-7.478,0.498,4,0.923,0,0,0,1,0,0,0,0,0,0,0,0.448,0,0.421,1440773,0,0,1,2.4849066497880004,5.204534020539534,-2.5497652221364966,-3.079113882493042,4.9552776109084204
Ahmed Saad,62,egipto,0.762,0.837,0.344,2.38e-06,0.497,-5.891,0.891,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.596,0,0.565,1935371,0,1,1,0.0,5.4733121479555304,-1.5371172508544744,-2.397995277798704,4.918702737029982
LOAM,68,suecia,0.743,0.583,0.616,0.0,0.602,-6.37,0.484,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.455,1,0.485,44373,0,1,1,0.0,5.241747015059643,-2.8387285247443264,-2.91139112512024,4.935056497220225
Juju,72,alemania,0.789,0.609,0.0188,0.0,0.446,-7.296,0.343,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.705,0,0.653,529847,0,1,0,0.6931471805599453,5.0827202689892275,-3.137295837875778,-2.6736487743848776,4.5954127365321105
Santhosh Narayanan,78,inglaterra,0.764,0.532,0.598,0.0,0.859,-5.979,0.706,4,0.991,0,0,0,0,0,0,0,0,0,1,0,0.416,0,0.557,1355139,0,1,1,0.0,5.154591327513445,-3.0138962441816624,-1.3470736479666092,4.819878258481199
Beret,64,españa,0.542,0.871,0.051,0.0,0.557,-2.871,0.035,3,0.087,0,1,0,0,0,0,0,0,0,0,0,0.37,1,0.507,2779434,0,0,1,2.6390573296152584,5.103937398459904,-3.0878475624617967,-1.6347557204183902,4.905148844583168
Hindia,80,indonesia,0.609,0.966,0.00194,2.83e-06,0.505,-4.469,0.947,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.516,1,0.625,1649733,0,0,1,2.70805020110221,5.270272767322257,-2.8629511623201727,-1.1907275775759154,4.62511005876764
Lazza,71,italia,0.613,0.96,0.265,0.0,0.669,-4.343,0.528,4,0.838,0,0,0,0,0,1,0,0,0,0,0,0.397,0,0.397,1266122,0,0,0,2.833213344056216,5.076448003111557,-2.9150743705365367,-1.4271163556401458,5.075048807420676
Three Man Down,63,tailandia,0.387,0.905,0.00158,6.5e-05,0.6,-6.433,0.279,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.902,1,0.598,1106803,0,1,1,0.0,5.143609031259871,-2.2730262907525014,-1.3943265328171548,5.191889614929788
Ch'cco,56,sudáfrica,0.888,0.451,0.0079,0.000225,0.399,-10.013,0.919,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.597,1,0.501,56921,0,1,0,0.0,5.760433722872367,-2.6338708029279587,-2.7887181041696647,4.718347074060191
Marília Mendonça,80,brasil,0.713,0.625,0.573,0.0,0.687,-3.473,1.0,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.761,1,0.708,29163862,0,1,1,1.3862943611198906,5.326345872269317,-3.619353391465326,-2.2072749131897207,4.736400182430781
Drake,90,eeuu,0.908,0.546,0.0127,0.0,0.225,-10.491,0.428,4,0.975,0,0,0,0,0,0,0,0,0,0,0,0.304,1,0.275,72390794,0,0,0,2.772588722239781,5.138741161809011,-1.1301029557594804,-2.64930970607961,4.875464463088633
Steve Lacy,88,global,0.686,0.494,0.613,5.8e-05,0.7,-7.093,0.413,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.372,1,0.484,3002129,0,0,0,2.302585092994046,5.447021813967384,-3.338222582500767,-0.9113031903631159,5.129579137236345
RAVA,51,rumanía,0.696,0.831,0.16,0.0305,0.824,-4.711,0.287,4,0.811,0,0,0,0,1,0,0,0,0,0,0,0.44,1,0.449,225236,0,0,0,2.772588722239781,5.130821366072642,-1.6094379124341003,-1.6450650900772514,5.112403364643358
wacci,63,japón,0.599,0.546,0.17,0.0,0.336,-6.795,0.17,4,0.959,0,0,0,0,1,0,0,0,0,0,0,0.255,1,0.369,275941,0,0,1,2.70805020110221,5.645775465567012,-3.402197881995739,-2.1803674602697964,4.9691881041820825
Grupo Marca Registrada,84,mexico,0.794,0.677,0.446,0.0313,0.611,-9.969,0.647,3,0.614,0,0,0,0,0,0,0,0,0,0,1,0.667,1,0.431,2188898,0,1,1,0.0,5.138711836037815,-2.6408589515618868,-2.577021938695806,4.619733622465142
Saucy Dog,75,japón,0.596,0.735,0.0748,0.0,0.524,-6.362,0.389,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.646,1,0.603,768265,0,0,1,2.0794415416798357,5.456700505441959,-3.405205403059694,-1.313043899380298,4.683112227267675
Wilfred Lau,57,hong_kong,0.627,0.409,0.66,0.0,0.381,-7.355,0.421,4,0.911,0,0,0,0,0,0,0,0,1,0,0,0.576,1,0.598,29061,0,0,1,2.302585092994046,5.32755087316825,-3.5370171048046903,-1.7092582477163114,4.912574000111957
Dj LK da Escócia,82,brasil,0.889,0.742,0.299,0.000568,0.479,-3.495,0.5,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.364,0,0.338,18759,0,1,0,0.0,5.00445624301954,-1.0272222925814367,-2.7181005369557116,4.86821883159799
Luar La L,88,españa,0.704,0.756,0.298,3.75e-06,0.461,-4.948,0.039,3,0.413,1,0,0,0,0,0,0,0,0,0,0,0.567,1,0.477,266129,0,0,0,2.0794415416798357,4.951168335262708,-0.8029620465671519,-2.462753845146867,4.801862980081019
sanah,69,polonia,0.483,0.199,0.843,0.0,0.276,-13.909,0.025,4,0.701,0,0,0,0,0,0,0,0,1,0,0,0.521,1,0.612,1821200,0,1,1,0.0,5.529429087511423,-3.1349943408874985,-2.4292827460400033,4.82696082252569
Shubh,77,inglaterra,0.828,0.533,0.214,2.8e-05,0.605,-5.779,0.436,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.687,0,0.689,1112637,0,1,0,0.0,5.301601966339253,-2.396895772465287,-1.18090753139494,4.532825274114429
