artist,popularity,country,danceability,energy,acousticness,instrumentalness,valence,loudness,tempo_confidence,time_signature,time_signature_confidence,k_0,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10,key_confidence,mode,mode_confidence,artist_followers,al_type_compilation,al_type_single,exp_False,al_total_tracks_log,track_dur_log,speechiness_log,liveness_log,tempo_log
L.A.B.,58,nueva_zelanda,0.829,0.701,0.082,0.274,0.886,-8.587,0.861,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.771,0,0.728,217644,0,0,1,2.302585092994046,5.215587718949041,-2.551046452292545,-2.0024805005437076,5.100079819688681
Leo Ku,56,hong_kong,0.739,0.45,0.763,2.26e-06,0.368,-10.189,0.434,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.482,1,0.332,238740,1,0,1,3.367295829986474,5.519663303120573,-3.3610155920293234,-2.282782465697866,4.787633399414938
Tivi Gunz,59,república_dominicana,0.768,0.877,0.366,0.000338,0.786,-3.849,0.079,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.509,1,0.36,68879,0,1,0,0.0,5.1189992947738565,-1.1874435023747254,-1.1647520911726548,4.770565973359104
Mavi Gri,77,turquía,0.479,0.527,0.247,4.32e-06,0.245,-11.482,0.451,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.583,0,0.432,800716,0,1,1,0.0,5.310364507458703,-3.6082215510964817,-1.4146938356415886,4.418033052896233
Vishal Mishra,73,inglaterra,0.385,0.464,0.452,0.0,0.15,-6.975,0.391,4,0.222,0,0,1,0,0,0,0,0,0,0,0,0.489,1,0.589,944014,0,1,1,0.0,5.4584018351490995,-3.2089254940150327,-2.2164073967529934,4.926086337405198
Mavins,64,nigeria,0.737,0.806,0.117,0.0,0.502,-6.701,0.72,4,0.93,0,1,0,0,0,0,0,0,0,0,0,0.818,0,0.784,336731,0,1,1,0.0,5.5121375904013625,-2.6809215337139576,-1.2909841813155656,4.82827373650228
Bad Bunny,86,ecuador,0.564,0.903,0.356,0.0,0.607,-3.221,0.078,4,0.953,0,0,0,0,0,1,0,0,0,0,0,0.69,1,0.371,65270837,0,0,1,3.1354942159291497,5.439816928821736,-1.18090753139494,-1.742969305058623,4.36045819925579
Beathoven,67,noruega,0.767,0.787,0.0367,8.82e-05,0.675,-6.946,0.224,4,0.994,0,0,0,0,0,0,0,0,0,0,0,0.362,1,0.444,18628,0,1,1,0.0,4.912198899437159,-2.855970331178832,-3.036554268074246,5.0433993101346415
en,64,taiwán,0.575,0.562,0.45,0.0,0.334,-7.396,0.353,4,0.979,0,0,0,0,0,0,1,0,0,0,0,0.647,1,0.619,8610,0,1,1,0.6931471805599453,5.648865077273796,-3.543913683863751,-2.2926347621408776,4.867965126931923
Joji,83,global,0.44,0.317,0.891,4.78e-06,0.268,-9.258,0.132,3,0.993,0,0,0,0,0,0,0,0,1,0,0,0.451,1,0.553,8115903,0,0,1,2.1972245773362196,5.452993622521666,-2.935578350734244,-1.9589953886039688,5.135292426695672
Ahmed Saad,60,egipto,0.695,0.391,0.734,0.0,0.355,-9.77,0.414,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.604,0,0.705,1935371,0,1,1,0.0,5.3463977550768,-3.1212954965293367,-1.9661128563728327,4.770243849372492
Hooja,70,suecia,0.876,0.698,0.155,1.91e-05,0.85,-9.543,0.841,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.426,1,0.223,81928,0,1,1,0.0,5.123963979403259,-2.9243422774673182,-1.7092582477163114,4.867788264395945
Nickoog Clk,71,chile,0.805,0.48,0.328,0.0,0.345,-8.971,0.211,4,0.947,0,0,0,0,0,1,0,0,0,0,0,0.281,1,0.314,314716,0,1,0,0.0,5.199733835169234,-3.0683029663888264,-2.7287632426997517,4.585365358689492
Roxen,53,rumanía,0.568,0.729,0.0679,0.0,0.0979,-5.957,0.75,4,0.858,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0.066,53164,0,1,1,0.0,5.3471075307174685,-3.0988730324735045,-2.3655248927679198,4.881725585968122
E.M.D.,63,suecia,0.261,0.232,0.769,1.81e-05,0.167,-9.304,0.123,3,0.888,0,0,0,0,0,1,0,0,0,0,0,0.287,1,0.526,19958,0,0,1,2.3978952727983707,5.339843113376535,-3.4577677331505496,-1.5606477482646683,4.7583718442081935
Nunu,54,israel,0.888,0.748,0.033,0.00863,0.384,-5.044,0.964,4,0.98,0,0,0,0,0,0,0,0,0,1,0,0.354,1,0.353,39993,0,1,1,0.0,4.967282321573868,-1.9519282213808764,-2.377308639189982,4.8830140213039686
SOSKA 69,60,bielorrusia,0.755,0.726,0.00386,0.162,0.415,-7.426,0.823,4,0.875,0,0,0,1,0,0,0,0,0,0,0,0.344,0,0.279,7132,0,1,0,0.0,4.969813299576001,-1.5606477482646683,-0.7465479572870606,4.86783440546458
Asake,62,nigeria,0.72,0.602,0.23,0.00472,0.709,-6.797,0.689,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.558,1,0.532,921934,0,0,1,2.4849066497880004,5.214005977671466,-2.659260036932778,-0.6753072624316143,4.542933014712352
Artigeardit,61,dinamarca,0.891,0.663,0.00311,5.47e-05,0.523,-5.816,0.879,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.752,1,0.556,60220,0,1,1,0.0,5.061423460928361,-2.145581344184381,-2.1803674602697964,4.778795708303521
Essam Sasa,52,egipto,0.715,0.913,0.593,0.0,0.8,-2.315,0.898,4,0.955,0,0,0,0,0,1,0,0,0,0,0,0.656,0,0.316,1667113,0,1,1,0.0,5.65128143369242,-2.8841908988210836,-2.0099154790312257,4.654131764036753
Future,88,eeuu,0.463,0.642,0.314,0.0,0.339,-4.474,0.123,4,0.972,0,1,0,0,0,0,0,0,0,0,0,0.548,1,0.566,13208512,0,0,0,2.772588722239781,5.246460755632782,-1.0788096613719298,-2.6794627442502974,4.423516406181446
Lyodra,80,indonesia,0.339,0.58,0.554,2.15e-05,0.319,-5.426,0.125,4,0.99,0,0,0,0,0,0,1,0,0,0,0,0.391,1,0.49,2219400,0,1,1,0.0,5.513400519960175,-3.4451492691913383,-0.8651224452997557,4.4049738224572055
southstar,85,alemania,0.663,0.559,0.136,0.0894,0.296,-8.242,0.547,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.267,0,0.403,81117,0,1,0,0.0,5.327968397546087,-3.241632811990817,-2.2256240518579173,4.976795809459893
MC 張天賦,56,hong_kong,0.531,0.342,0.667,0.0,0.222,-11.622,0.228,3,0.291,0,0,0,0,0,0,1,0,0,0,0,0.352,1,0.437,121456,0,1,1,0.0,5.389391313447408,-3.4451492691913383,-2.4157537910996836,4.703494002043789
Deep London,62,sudáfrica,0.861,0.598,0.00483,0.0607,0.417,-11.155,0.865,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.281,1,0.464,51607,0,1,1,0.0,5.926520610467317,-2.7105533313203285,-3.486755270023802,4.727440914647859
Gilli,64,dinamarca,0.888,0.594,0.188,2.13e-05,0.923,-5.49,0.882,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.563,0,0.542,212130,0,0,0,2.5649493574615367,5.161162273386996,-2.355985869721161,-2.3936044913812142,4.851959948947577
Yzomandias,54,eslovaquia,0.714,0.721,0.0502,0.0,0.654,-7.876,0.233,4,0.459,0,0,0,0,0,1,0,0,0,0,0,0.461,0,0.388,349928,0,0,0,2.772588722239781,5.201382367439466,-1.523260216193048,-0.7743572359854884,5.075205064745556
T.R.I,62,vietnam,0.662,0.205,0.876,0.00354,0.268,-14.005,0.32,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.389,0,0.604,136968,0,1,1,0.0,5.562875376840768,-3.3552684497737557,-2.2164073967529934,4.941006506171585
Elissa,63,egipto,0.468,0.544,0.554,0.0,0.296,-6.755,0.001,4,0.928,0,0,0,1,0,0,0,0,0,0,0,0.43,0,0.501,2881919,0,1,1,0.0,5.607858773352711,-3.18689277901515,-2.448767603172127,4.289870226499637
Dept,51,tailandia,0.748,0.777,0.0471,0.00426,0.97,-4.783,0.77,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.487,1,0.537,336198,0,0,1,2.302585092994046,5.351265540866132,-3.146555163288575,-2.071473372030659,4.796071497861495
Ingebjørg Bratland,54,noruega,0.539,0.33,0.465,1.39e-05,0.574,-8.821,0.664,4,0.984,0,0,0,0,0,0,0,0,0,1,0,0.64,1,0.689,34421,0,1,1,1.9459101490553132,5.37564870948436,-3.6888794541139363,-2.7105533313203285,4.983202430445011
Senior Oat,54,sudáfrica,0.609,0.301,0.00944,0.00341,0.321,-13.958,0.465,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.069,170741,0,1,1,0.0,6.23868003062546,-2.2072749131897207,-1.6820086052689358,5.3565721236284904
sangiovanni,76,españa,0.692,0.75,0.145,0.0,0.443,-4.328,0.693,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.254,0,0.432,797194,0,1,1,0.0,5.0369526024136295,-3.191747157479948,-2.017406150760383,4.787800028590426
Mavi Gri,77,turquía,0.44,0.624,0.547,4.02e-06,0.479,-7.12,0.183,4,0.958,0,0,0,0,0,0,0,0,1,0,0,0.789,0,0.904,800716,0,1,1,0.0,5.170779405945507,-3.3610155920293234,-2.3434070875143007,5.02509688603726
Ian,53,rumanía,0.465,0.743,0.0113,0.0,0.221,-5.241,0.245,4,0.918,0,0,0,0,1,0,0,0,0,0,0,0.246,1,0.271,334849,0,1,0,0.0,5.5040705786581645,-2.0249533563957662,-2.4674597361842796,4.975270603589289
Keane,76,arabia_saudí,0.453,0.655,0.0794,7.61e-06,0.368,-4.22,0.521,4,0.946,0,0,0,0,0,0,0,0,0,1,0,0.563,1,0.599,2839439,0,0,1,2.3978952727983707,5.464509541412108,-3.653512310276645,-2.4662811856648355,5.147564241821679
BESS,58,finlandia,0.705,0.919,0.00724,0.0,0.921,-5.799,0.943,4,0.988,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.191,19009,0,1,1,0.0,5.1922788433172355,-2.8067661740413676,-2.4179959445053734,4.941813836488534
Ernia,73,italia,0.767,0.652,0.356,0.0,0.451,-6.398,0.837,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.204,0,0.317,790570,0,0,0,2.6390573296152584,5.207089841356123,-1.7719568419318752,-2.4534079827286295,4.8682418924671556
BLACKPINK,80,malasia,0.915,0.621,0.0745,0.0,0.527,-6.471,0.883,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.318,1,0.144,37939479,0,0,0,2.0794415416798357,5.188346238332527,-2.3025850929940455,-0.4652151125139384,4.882536735912342
Zé Felipe,75,brasil,0.846,0.81,0.222,0.0,0.762,-3.332,0.834,4,0.629,0,0,0,0,0,0,0,0,0,1,0,0.73,0,0.549,4163538,0,1,1,0.0,5.0636767262668485,-2.445301395195641,-1.973281345851445,4.905822776408259
Beendo Z,74,francia,0.734,0.532,0.361,0.0,0.491,-9.038,0.288,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.106,0,0.457,144532,0,0,0,2.6390573296152584,4.9665092360537,-2.282782465697866,-2.2537949288246137,4.927565230824712
BOWKYLION,69,tailandia,0.535,0.509,0.285,0.0,0.177,-7.701,0.371,4,0.895,0,0,0,0,0,1,0,0,0,0,0,0.568,1,0.584,822201,0,1,1,0.0,5.544098737884746,-3.4769990950784373,-2.0325579557809856,4.975553736142101
Kadu Martins,78,brasil,0.767,0.684,0.508,0.0,0.965,-3.221,0.501,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,0.605,49720,0,1,1,0.0,4.924786876970218,-3.144232281872435,-3.177254150177381,4.553887417860929
Noa Kirel,61,israel,0.832,0.647,0.0588,0.0014,0.488,-7.954,0.765,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.589,0,0.596,369570,0,1,1,0.0,5.156765322897214,-2.583622622727158,-0.8891620644859025,4.625325692191656
Mahalini,79,indonesia,0.488,0.405,0.503,6.86e-06,0.152,-6.324,0.378,4,0.947,0,0,0,0,0,0,0,0,1,0,0,0.36,0,0.442,3605775,0,1,1,0.0,5.540726145883338,-3.499913354601313,-2.2256240518579173,4.804422603442028
Israel & Rodolffo,79,brasil,0.627,0.949,0.0568,0.0,0.682,-4.16,0.907,4,0.843,0,0,0,0,0,0,0,0,0,1,0,0.063,0,0.082,1853875,0,0,1,2.8903717578961645,5.115595729732743,-2.935578350734244,-0.43850496218636453,4.984147571259153
Lvbel C5,73,turquía,0.76,0.555,0.185,0.000255,0.269,-12.659,0.333,4,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.85,1126223,0,0,0,2.0794415416798357,4.532760770469951,-2.8150787738607335,-2.3903240073020524,4.787516742469551
Gazo,81,francia,0.695,0.63,0.229,0.0,0.55,-7.16,0.731,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.73,0,0.775,1201490,0,0,0,2.70805020110221,5.48235827773807,-3.3524072174927233,-2.137070654516472,4.87495301855204
Anson Lo 盧瀚霆,64,hong_kong,0.418,0.718,0.0461,0.0,0.526,-5.282,0.03,4,0.926,0,0,0,0,0,0,0,0,0,0,1,0.026,0,0.229,59125,0,1,1,0.0,5.336272856567057,-1.9519282213808764,-1.3903023825174294,4.405560039056595
Ed Sheeran,54,países_bajos,0.574,0.852,0.0529,0.0,0.501,-1.248,0.54,4,0.807,0,0,1,0,0,0,0,0,0,0,0,0.667,1,0.71,110047675,0,0,1,3.2188758248682006,5.34245864614141,-3.2264040912889924,-1.8263509139976741,4.8124932507487586
ALIZADE,73,turquía,0.896,0.752,0.00542,2.2e-06,0.692,-6.197,0.576,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.032,1,0.268,62788,0,1,0,0.0,4.736198448394496,-1.851509473633829,-3.1419147837320724,4.594766252272699
Yzomandias,56,eslovaquia,0.571,0.75,0.00454,1.55e-06,0.307,-8.63,0.317,4,0.916,0,0,0,0,0,0,0,0,0,0,1,0.77,0,0.645,349928,0,0,0,2.772588722239781,4.881429769493539,-1.6766466621275504,-0.7133498878774648,5.030222211854296
Freddie Dredd,84,arabia_saudí,0.802,0.623,0.0292,0.055,0.457,-5.862,0.249,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.205,0,0.712,1401021,0,0,0,2.6390573296152584,5.135480739530925,-0.7787050689215919,-2.1803674602697964,4.3173147651790185
OneRepublic,95,global,0.704,0.797,0.0826,0.000745,0.825,-5.927,0.795,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.533,1,0.589,15131661,0,1,1,0.0,5.000483943039881,-3.0470255679415414,-2.9077213962312776,4.941599564548054
Kabza De Small,57,sudáfrica,0.782,0.748,0.0584,0.000296,0.384,-7.331,0.922,4,0.984,0,0,0,0,0,0,1,0,0,0,0,0.479,0,0.549,2219793,0,0,1,2.8903717578961645,6.109958441155771,-3.3077070385748164,-2.017406150760383,4.727626728224288
NewJeans,86,korea_sur,0.593,0.935,0.268,0.0,0.783,-3.43,0.239,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.503,0,0.486,2427220,0,1,1,1.3862943611198906,5.187531046689441,-1.491654876777717,-1.2517634681622845,4.604930157183483
Anders Matthesen,56,dinamarca,0.735,0.692,0.307,0.0,0.869,-7.838,0.325,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.477,1,0.502,22116,0,0,0,2.5649493574615367,5.5868478290152135,-1.6450650900772514,-1.5141277326297755,4.442651256490317
Abdul Hannan,55,pakistán,0.756,0.417,0.538,0.0255,0.276,-6.776,0.322,4,0.728,0,0,0,0,0,0,0,0,0,0,1,0.639,1,0.447,201880,0,1,1,0.0,5.143358026509894,-3.3932292120129786,-2.3035855933276292,4.819934731271414
Semicenk,78,turquía,0.719,0.643,0.606,0.0,0.615,-7.001,0.18,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.393,1,0.476,425249,0,1,1,0.0,4.9757953712535485,-2.198225077669803,-2.520741102797216,4.521386322242379
Danser Med Piger,61,dinamarca,0.75,0.726,0.000177,2.48e-05,0.673,-6.244,0.969,4,0.988,0,0,0,0,0,0,0,0,0,1,0,0.778,1,0.578,2335,0,1,1,1.791759469228055,5.129004824397693,-3.3581378922017087,-1.5141277326297755,4.836385076232519
MC 張天賦,62,hong_kong,0.491,0.533,0.393,0.0,0.214,-7.594,0.118,4,0.849,0,0,0,0,0,0,0,0,0,1,0,0.263,1,0.421,121456,0,1,1,0.0,5.6108993471761455,-3.0512449834842497,-2.360214205830682,5.009674833001132
Feid,75,colombia,0.736,0.569,0.144,5.27e-05,0.433,-3.559,0.524,4,0.992,0,0,0,0,0,0,0,0,1,0,0,0.54,0,0.373,3850802,0,0,1,2.70805020110221,5.254919139722566,-2.5523293261054345,-2.1892564076870427,5.147337487747128
ByeAlex és a Slepp,56,hungría,0.842,0.689,0.181,0.0,0.881,-6.748,0.79,4,0.993,0,0,1,0,0,0,0,0,0,0,0,0.23,1,0.435,171226,0,1,0,0.0,5.0401940963378005,-2.7150748160391744,-2.3217679124108197,4.700298531079668
Wizkid,63,nigeria,0.577,0.441,0.569,0.0,0.692,-9.475,0.752,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.425,0,0.473,3358687,0,0,1,2.5649493574615367,5.31333404965813,-2.371935171128839,-2.198225077669803,4.650812543866793
Alka Yagnik,74,inglaterra,0.562,0.519,0.557,0.000268,0.415,-8.744,0.441,4,0.984,0,0,0,1,0,0,0,0,0,0,0,0.551,1,0.595,8427469,1,0,1,2.995732273553991,5.832040822517509,-3.423442990609475,-1.760260802168684,4.811574413298003
Peso Pluma,86,mexico,0.774,0.748,0.331,0.0057,0.714,-7.086,0.944,3,0.99,1,0,0,0,0,0,0,0,0,0,0,0.253,1,0.312,862919,0,1,0,0.0,5.230188407495538,-3.3467091963780855,-2.071473372030659,4.912132690592368
Güneş,77,turquía,0.763,0.733,0.138,0.0,0.587,-6.534,0.382,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.101,0,0.285,288225,0,0,1,2.4849066497880004,5.146878007765682,-2.1803674602697964,-2.4925356769524916,4.553634757025173
BTS,84,japón,0.746,0.765,0.0112,0.0,0.737,-4.41,0.922,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.753,0,0.511,61771516,0,0,1,2.0794415416798357,5.293571120922803,-2.3096097079310103,-2.3687248954985907,4.736584338841479
Duki,78,argentina,0.607,0.619,0.142,0.0,0.377,-6.726,0.316,3,1.0,0,0,0,0,0,0,0,0,1,0,0,0.398,1,0.56,8050201,0,0,0,2.0794415416798357,5.207352731173943,-0.9263410677276565,-1.4653375684603434,4.634476529180065
BUMP OF CHICKEN,77,japón,0.622,0.94,0.0094,6.48e-06,0.96,-4.997,0.696,4,0.997,0,0,1,0,0,0,0,0,0,0,0,0.509,1,0.53,969212,0,1,1,0.0,5.576426262015187,-3.18689277901515,-2.3465369805232283,5.062949400611104
Yzomandias,53,eslovaquia,0.711,0.638,0.116,0.0,0.584,-9.517,0.451,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.234,0,0.167,349928,0,0,0,2.772588722239781,5.3174923459340775,-1.3547956940605197,-1.1679623668029029,5.043025036897907
Iuly Neamtu,54,rumanía,0.705,0.616,0.0665,0.0,0.413,-4.603,0.348,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.361,0,0.389,127136,0,1,1,0.0,4.95698835486548,-1.5606477482646683,-2.120263536200091,5.147238630133994
Alan Murin,45,eslovaquia,0.453,0.742,0.114,0.0,0.415,-5.09,0.047,4,0.966,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.204,17295,0,0,1,2.6390573296152584,5.392531491358026,-1.5050778971098575,-2.1286317858706076,4.415110769021696
Kabát,55,república_checa,0.501,0.964,0.000415,0.0,0.649,-3.897,0.591,4,0.821,0,1,0,0,0,0,0,0,0,0,0,0.451,0,0.502,457646,0,0,1,2.5649493574615367,5.188279261339099,-2.7598699498320065,-1.731605546408308,4.976933722423241
Trueno,78,argentina,0.674,0.456,0.785,0.0,0.933,-6.253,0.194,4,0.595,0,0,0,1,0,0,0,0,0,0,0,0.117,1,0.425,4459053,0,1,1,0.0,5.172595400814996,-3.2213789550863194,-2.071473372030659,4.4994429364249395
Stephen Sanchez,84,global,0.346,0.5,0.757,0.0,0.191,-6.097,0.267,3,1.0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,0.796,484125,0,0,1,1.9459101490553132,5.174260944286032,-3.249335032352909,-1.6660082639224947,5.310571971215036
Morgan Sulele,66,noruega,0.646,0.775,0.00667,2.37e-05,0.642,-6.732,0.883,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.571,0,0.762,48508,0,1,0,0.0,5.180096735160606,-3.0640111143072857,-0.20948722486672405,4.867572911254418
Oki,68,polonia,0.859,0.774,0.424,0.0,0.588,-5.92,0.688,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.425,0,0.549,487978,0,0,0,2.833213344056216,5.11834105750942,-1.8773173575897015,-2.0635681925235456,4.624766909734649
Fuerza Regida,84,mexico,0.751,0.601,0.533,0.0,0.56,-5.912,0.215,1,0.272,0,0,0,0,0,1,0,0,0,0,0,0.307,0,0.494,2484536,0,1,1,0.0,5.099500507224884,-2.491327217590923,-0.9755100915341263,4.615061109136063
LAZ1,63,tailandia,0.708,0.642,0.135,0.0,0.653,-7.416,0.378,4,0.607,0,0,0,0,0,0,0,0,0,0,1,0.444,1,0.395,30524,0,1,1,0.0,5.451480415971764,-2.387054249620496,-2.2730262907525014,5.159210459590328
Apache 207,76,alemania,0.643,0.814,0.012,0.0265,0.204,-5.191,0.586,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.511,0,0.504,2126361,0,1,0,0.0,5.210480194137752,-2.588934720212048,-1.3586791940869172,4.475141224114551
Pinguini Tattici Nucleari,75,italia,0.739,0.81,0.0409,0.0,0.948,-5.317,0.882,4,0.561,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.348,1271323,0,1,1,0.0,5.361132528554947,-3.470547459796949,-2.1037342342488805,4.851811489990346
VALMAR,54,hungría,0.707,0.971,0.13,0.0,0.966,-2.177,0.947,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.47,1,0.446,155842,0,1,1,0.0,5.271095182287217,-2.9022419304666522,-1.1301029557594804,4.976575109149327
Luude,78,nueva_zelanda,0.615,0.902,0.0176,3.91e-05,0.298,-4.316,0.124,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0.137,1,0.321,87180,0,1,1,0.0,4.988464665296273,-2.4545714499919273,-2.2730262907525014,4.466252886801422
YOASOBI,78,japón,0.553,0.958,0.0186,3.08e-05,0.541,-3.159,0.414,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.172,0,0.245,4999448,0,1,1,0.0,5.279312920620339,-2.617295837833746,-1.2140231401794375,5.136063107904194
100лиця,55,ucrania,0.66,0.717,0.169,0.205,0.244,-7.892,0.615,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.452,1,0.342,76807,0,1,1,0.0,4.892639735858548,-2.4698210123699593,-2.5969561535966235,4.553676871597874
Soolking,78,francia,0.603,0.802,0.306,5.06e-05,0.787,-5.089,0.164,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.845,0,0.614,4168935,0,0,1,2.995732273553991,5.171165580887553,-2.198225077669803,-2.0874737133771,4.868464786789269
ヤングスキニー,73,japón,0.59,0.746,0.178,5.39e-06,0.873,-5.313,0.276,4,0.794,0,0,0,0,0,0,0,0,0,0,0,0.776,1,0.685,56718,0,1,1,0.0,5.3043640484643415,-3.1941832122778293,-2.823461052613538,4.625472688325922
Tainy,85,ecuador,0.639,0.703,0.0889,1.78e-06,0.138,-6.33,0.067,4,0.991,0,0,0,0,1,0,0,0,0,0,0,0.32,0,0.386,1228714,0,1,1,0.0,5.334171843356775,-2.533256910729047,-2.4476108650443034,5.135139396401261
Tuna,53,israel,0.69,0.689,0.781,3.9e-06,0.584,-7.37,0.406,4,0.86,0,1,0,0,0,0,0,0,0,0,0,0.689,1,0.666,260557,0,0,1,2.4849066497880004,5.172980875236739,-2.6324790142551358,-2.4769384801388235,4.554076871603207
KAROL G,90,colombia,0.87,0.516,0.656,0.00823,0.53,-8.006,0.882,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.364,1,0.575,32698070,0,1,1,0.0,5.348059458442851,-2.916921093129701,-2.2072749131897207,4.709575245342881
IDK,51,rumanía,0.728,0.537,0.484,0.0,0.195,-8.764,0.072,4,0.822,0,0,0,0,0,0,1,0,0,0,0,0.561,0,0.623,70540,0,0,0,2.833213344056216,5.375278407684165,-2.410170303673983,-1.0384583658483626,4.604630040135582
Phạm Nguyên Ngọc,59,vietnam,0.599,0.727,0.668,2.58e-05,0.697,-4.894,0.284,4,0.95,0,0,0,0,1,0,0,0,0,0,0,0.4,1,0.455,49133,0,1,1,0.0,5.367344237457001,-2.54720767598538,-2.282782465697866,5.123838971590108
Zack Tabudlo,77,filipinas,0.375,0.457,0.868,0.0145,0.415,-7.018,0.51,3,0.981,0,0,0,1,0,0,0,0,0,0,0,0.416,1,0.489,2567852,0,1,1,0.0,5.538907831465967,-3.4577677331505496,-1.6554818509355071,5.163865550463772
Dxrk ダーク,84,bielorrusia,0.716,0.748,0.235,0.849,0.338,-6.06,0.858,4,0.994,0,0,0,0,0,0,0,0,1,0,0,0.084,1,0.459,287821,0,1,1,0.0,5.131347369258519,-3.3354096411241523,-2.1715568305876416,4.7868081758700765
Bad Bunny,83,ecuador,0.777,0.595,0.59,0.00139,0.546,-6.79,0.544,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.755,1,0.697,65270837,0,0,1,3.1354942159291497,5.4989862438267165,-3.283414346005772,-2.7045563118479543,4.682316395164745
sanah,69,polonia,0.688,0.721,0.126,0.000247,0.493,-7.931,0.425,4,0.987,0,0,0,0,1,0,0,0,0,0,0,0.237,0,0.333,1821200,0,0,1,2.3978952727983707,5.419503494002271,-3.423442990609475,-0.5395680926316447,4.653703174233487
Mr.Kitty,74,arabia_saudí,0.578,0.6,0.0677,0.417,0.0392,-10.491,0.667,4,0.951,0,0,0,0,0,0,0,0,1,0,0,0.242,1,0.534,490953,0,0,1,2.70805020110221,5.5496479058102715,-3.4357888264317746,-2.553613847797791,4.941792411360429
MORGENSHTERN,57,bielorrusia,0.802,0.61,0.0549,0.0005,0.142,-8.6,0.528,4,1.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0.626,1826313,0,1,0,0.0,5.29494167530812,-1.7897614665653818,-1.903808973036678,4.927282670244379
Gettomasa,59,finlandia,0.865,0.53,0.212,0.0018,0.41,-5.749,0.232,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0.288,100924,0,0,1,2.3978952727983707,5.040647068164227,-2.3309845675157437,-1.8838747581358606,4.62505124158124
Alan Gomez,78,argentina,0.88,0.531,0.584,2.03e-06,0.522,-7.738,0.459,4,0.922,0,0,0,0,0,0,1,0,0,0,0,0.744,1,0.473,845380,0,1,0,0.0,5.129863211334249,-1.9173226922034008,-2.1715568305876416,4.532137020637928
Goldband,74,bélgica,0.856,0.89,0.131,0.0143,0.77,-6.463,0.826,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.78,0,0.626,80915,0,0,0,2.6390573296152584,5.36776413500817,-2.769393831343262,-2.79034544382904,4.934495515631601
Motive,77,turquía,0.737,0.488,0.595,1.53e-05,0.248,-9.751,0.356,4,0.821,0,1,0,0,0,0,0,0,0,0,0,0.764,1,0.628,465773,0,1,0,0.0,4.955601680092982,-1.6296406197516198,-2.2730262907525014,4.845162988064431
