track_duration,popularity,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,artist_followers,al_type_compilation,al_type_single,exp_False
218.16,65,0.648,0.496,0.193,0.291,0.0575,0.119,0.161,-6.74,127.928,0.714,4,0.944,8,0.131,1,0.418,1819933,0,0,0
120.026,87,0.746,0.251,0.259,0.782,0.00203,0.106,0.18,-16.169,139.999,0.376,4,1.0,11,0.759,0,0.573,40578351,0,0,0
216.816,60,0.579,0.9,0.158,0.435,0.0,0.365,0.741,-2.534,186.088,0.045,4,1.0,0,0.48,0,0.496,1667113,0,1,1
208.934,73,0.77,0.521,0.195,0.372,3.91e-05,0.3,0.222,-6.982,92.014,0.03,4,1.0,7,0.22,1,0.409,15784982,0,0,1
283.52,57,0.322,0.396,0.0358,0.281,0.0,0.103,0.176,-11.531,119.07,0.089,4,0.239,3,0.458,1,0.674,145124,0,1,1
191.859,56,0.587,0.565,0.0601,0.0355,0.0,0.0974,0.659,-6.078,172.527,0.32,4,1.0,5,0.101,0,0.35,18955,0,1,1
238.805,86,0.761,0.525,0.0944,0.44,6.7e-06,0.0921,0.531,-6.9,80.87,0.304,4,1.0,11,0.404,1,0.42,3672755,0,0,1
144.269,62,0.697,0.718,0.0815,0.0981,0.0,0.115,0.684,-6.102,178.007,0.498,4,1.0,1,0.0,1,0.306,678134,0,0,1
217.072,71,0.619,0.739,0.167,0.464,0.0,0.285,0.672,-5.743,149.975,0.647,4,0.897,4,0.196,1,0.304,1590816,0,0,1
130.285,57,0.771,0.666,0.159,0.318,1.45e-06,0.0909,0.737,-7.507,140.03,0.799,4,1.0,5,0.577,0,0.634,404192,0,0,0
114.0,63,0.604,0.649,0.0524,0.4,0.273,0.186,0.273,-8.306,120.015,0.408,4,1.0,2,0.428,0,0.592,293178,0,1,0
180.718,59,0.608,0.591,0.0854,0.489,9.01e-06,0.0919,0.562,-5.312,84.866,0.165,4,1.0,5,0.608,0,0.651,119174,0,1,1
334.053,71,0.299,0.234,0.0321,0.828,0.000101,0.0959,0.333,-13.009,186.369,0.257,4,1.0,11,0.602,1,0.629,33846,0,1,1
176.727,74,0.812,0.925,0.113,0.487,0.0,0.115,0.614,-3.092,110.031,0.469,4,1.0,5,0.429,0,0.51,8050201,0,0,1
164.383,81,0.504,0.827,0.115,0.353,0.0,0.101,0.737,-2.948,75.96,0.344,4,1.0,1,0.387,1,0.778,10674079,0,1,1
117.146,86,0.451,0.24,0.0351,0.912,2.45e-06,0.175,0.701,-14.014,134.009,0.367,4,1.0,1,0.645,1,0.402,1447417,0,0,1
196.32,55,0.825,0.783,0.0452,0.123,0.00117,0.117,0.652,-6.674,125.014,0.947,4,1.0,4,0.524,0,0.536,102718,0,1,1
184.285,53,0.527,0.598,0.352,0.252,0.0,0.117,0.184,-8.509,168.031,0.033,4,1.0,5,0.478,0,0.555,678134,0,0,0
156.501,54,0.531,0.65,0.148,0.0774,0.0041,0.0991,0.422,-10.228,112.012,0.232,4,1.0,1,0.654,0,0.558,1079564,0,1,1
154.948,55,0.791,0.783,0.0396,0.405,0.0,0.0502,0.879,-3.541,110.069,0.593,4,1.0,8,0.535,1,0.726,177480,0,1,0
148.386,78,0.49,0.692,0.274,0.336,0.0,0.659,0.484,-4.291,102.16,0.509,1,0.409,7,0.476,1,0.531,1275725,0,1,1
223.95,64,0.679,0.563,0.0334,0.503,0.0,0.102,0.631,-7.009,107.014,0.27,4,0.99,10,0.424,1,0.303,121456,0,1,1
148.015,76,0.697,0.759,0.329,0.0505,6.48e-05,0.078,0.516,-5.929,161.985,0.607,4,1.0,11,0.645,0,0.569,77123,0,1,1
201.92,51,0.565,0.639,0.0301,0.385,0.0,0.105,0.427,-6.599,90.981,0.0,4,0.884,4,0.78,1,0.65,117366,0,0,1
136.71,64,0.808,0.692,0.188,0.013,0.00323,0.138,0.382,-6.708,129.04,0.772,4,1.0,8,0.589,1,0.476,212130,0,0,0
220.299,73,0.539,0.51,0.404,0.881,0.0,0.108,0.621,-12.734,88.979,0.044,4,0.8,8,0.0,1,0.157,790570,0,0,0
166.666,76,0.789,0.744,0.0414,0.281,0.0,0.0763,0.783,-7.245,143.998,0.912,4,1.0,1,0.633,1,0.531,14827586,0,1,1
155.148,67,0.512,0.463,0.0552,0.143,0.0,0.0704,0.346,-9.218,180.091,0.238,4,1.0,6,0.811,1,0.844,27821,0,1,1
183.547,77,0.654,0.354,0.0738,0.724,0.0,0.134,0.262,-7.358,81.956,0.372,4,0.992,5,0.294,1,0.362,3427857,0,1,1
263.5,77,0.513,0.38,0.0336,0.12,0.0,0.0924,0.323,-11.091,120.952,0.28,4,1.0,11,0.461,1,0.524,1026996,0,1,1
116.687,54,0.679,0.614,0.461,0.725,0.0,0.287,0.282,-11.605,139.545,0.169,4,0.962,1,1.0,1,0.706,232029,0,1,0
214.588,87,0.773,0.701,0.0512,0.01,0.0,0.163,0.203,-6.383,129.971,0.7,4,0.971,7,0.232,1,0.546,72390794,0,0,0
212.453,64,0.78,0.525,0.0733,0.324,6.1e-06,0.137,0.842,-7.526,168.049,0.231,4,1.0,5,0.635,0,0.673,526,0,1,0
172.466,68,0.657,0.538,0.192,0.139,0.000215,0.12,0.189,-6.287,133.758,0.739,4,1.0,0,0.735,0,0.64,1487319,0,0,1
155.96,86,0.865,0.573,0.0678,0.0863,0.0,0.305,0.563,-5.501,94.999,0.526,4,1.0,5,0.0,1,0.047,3850802,0,0,1
160.734,59,0.761,0.55,0.279,0.302,1.08e-05,0.128,0.603,-6.847,101.032,0.245,4,1.0,1,0.422,1,0.48,2666252,0,1,0
212.424,68,0.682,0.796,0.279,0.165,0.000115,0.148,0.286,-5.402,92.845,0.306,4,0.784,3,0.281,0,0.287,790570,0,0,0
218.0,53,0.932,0.499,0.0446,0.0878,0.000821,0.13,0.937,-8.368,116.065,0.932,4,0.908,8,0.46,0,0.446,3859,0,1,1
180.672,90,0.759,0.561,0.131,0.803,0.121,0.101,0.491,-5.643,104.915,0.673,4,1.0,0,0.252,0,0.436,1275725,0,1,1
138.036,65,0.808,0.688,0.0493,0.115,0.0251,0.114,0.377,-8.964,120.039,0.855,4,1.0,7,0.108,0,0.405,1393075,0,1,1
270.926,76,0.579,0.459,0.0269,0.796,5.28e-06,0.123,0.375,-8.741,123.956,0.355,4,0.996,10,0.276,1,0.419,5385681,0,1,1
203.111,64,0.75,0.725,0.0986,0.0739,0.0,0.0699,0.553,-7.294,135.036,0.784,4,0.998,7,0.393,0,0.549,303937,0,1,0
149.673,59,0.718,0.665,0.0443,0.157,1.97e-06,0.111,0.415,-7.48,99.013,0.64,4,1.0,5,0.349,0,0.483,2951,0,1,1
207.04,45,0.646,0.76,0.0997,0.0633,0.0114,0.66,0.203,-6.828,199.999,0.273,4,1.0,2,0.286,1,0.376,161166,0,0,0
157.477,84,0.731,0.85,0.0336,0.252,0.0,0.605,0.644,-4.913,119.706,0.637,4,1.0,9,0.233,1,0.403,5035124,0,1,1
222.973,85,0.352,0.911,0.0747,0.00121,0.0,0.0995,0.236,-5.23,148.033,0.887,4,1.0,1,0.656,1,0.718,6882041,0,0,1
200.4,79,0.645,0.78,0.0319,0.218,0.0,0.0919,0.372,-5.165,120.008,0.723,4,1.0,8,0.535,1,0.574,29743377,0,0,1
230.653,85,0.816,0.77,0.0538,0.0798,0.0,0.118,0.671,-5.477,96.99,0.601,4,0.984,1,0.219,1,0.566,798477,0,1,1
182.4,62,0.648,0.45,0.167,0.134,7.31e-05,0.137,0.472,-9.57,99.932,0.198,4,0.938,5,0.425,0,0.518,40255,0,1,1
186.973,66,0.742,0.74,0.057,0.212,2.24e-06,0.109,0.668,-6.523,124.999,0.531,4,1.0,11,0.662,0,0.684,1819933,0,0,0
147.874,85,0.701,0.573,0.0695,0.088,0.2,0.105,0.575,-6.512,94.127,0.293,4,1.0,8,0.671,1,0.447,157214,0,1,0
195.598,62,0.444,0.5,0.0666,0.804,2.05e-06,0.108,0.271,-7.706,147.757,0.165,4,0.966,1,0.906,0,0.789,1203904,0,1,1
145.0,89,0.712,0.972,0.112,0.00547,7.06e-05,0.128,0.568,-0.514,119.966,0.894,4,1.0,10,0.867,1,0.564,549346,0,1,0
224.996,83,0.869,0.694,0.0783,0.356,0.00125,0.0878,0.511,-3.35,90.02,0.455,4,0.994,1,0.785,0,0.723,15784982,0,0,0
224.146,81,0.714,0.596,0.043,0.0657,0.0,0.0625,0.669,-6.206,91.991,0.331,4,0.994,11,0.717,0,0.631,648885,0,1,1
206.4,51,0.703,0.768,0.0289,0.532,0.0,0.117,0.534,-3.941,102.992,0.181,4,1.0,0,0.455,1,0.46,56575,0,1,1
264.762,54,0.504,0.724,0.0367,0.025,0.0014,0.316,0.68,-5.612,156.034,0.05,4,0.967,8,0.409,1,0.513,34447,0,0,1
211.325,59,0.656,0.413,0.0321,0.145,0.0,0.119,0.229,-8.678,107.029,0.573,4,1.0,7,0.747,1,0.702,406493,0,1,1
152.004,81,0.895,0.81,0.0573,0.151,0.238,0.331,0.762,-6.722,100.999,0.9,4,0.996,7,0.071,1,0.135,121588,0,1,1
170.653,69,0.801,0.815,0.108,0.00852,0.0203,0.313,0.629,-6.861,140.013,0.665,4,1.0,11,0.256,1,0.346,1819933,0,0,0
216.809,59,0.671,0.724,0.0879,0.588,3.07e-05,0.47,0.941,-8.799,167.998,0.297,4,0.871,8,0.312,1,0.447,72297,0,0,0
187.909,67,0.68,0.649,0.0561,0.0976,1.21e-05,0.118,0.44,-9.009,140.063,0.796,4,1.0,7,0.341,1,0.571,21308,0,1,1
172.138,55,0.9,0.472,0.0855,0.276,0.0262,0.113,0.301,-7.426,89.982,0.383,4,0.98,1,0.847,1,0.593,129699,0,1,0
146.133,67,0.683,0.689,0.183,0.117,0.0,0.0688,0.413,-5.582,72.988,0.046,4,0.892,4,0.102,1,0.295,1599534,0,0,0
288.923,65,0.561,0.652,0.0481,0.545,1.76e-06,0.102,0.363,-7.328,130.236,0.504,4,0.981,9,0.288,1,0.457,214942,0,1,1
206.653,49,0.824,0.416,0.132,0.0694,0.00374,0.095,0.445,-9.471,105.034,0.156,4,1.0,2,0.504,1,0.403,39842,0,0,0
221.217,40,0.515,0.454,0.0306,0.836,0.0643,0.161,0.458,-10.119,81.009,0.216,1,0.071,4,0.336,0,0.47,99925,0,1,1
309.12,82,0.806,0.786,0.0741,0.145,0.0,0.0935,0.58,-3.831,91.973,0.133,4,0.993,10,0.408,0,0.529,798477,0,0,1
278.01,65,0.552,0.78,0.0475,0.0473,0.0,0.152,0.557,-5.106,133.921,0.785,4,0.983,7,0.45,1,0.551,409452,0,1,1
274.386,56,0.401,0.394,0.0324,0.748,0.0,0.0993,0.327,-6.655,129.74,0.036,4,1.0,1,0.707,1,0.705,56575,0,0,1
147.374,65,0.641,0.746,0.227,0.358,0.0,0.0745,0.793,-8.065,159.89,0.308,4,0.404,5,0.684,0,0.655,212078,0,0,0
208.695,58,0.695,0.293,0.698,0.597,0.0,0.117,0.13,-8.438,121.511,0.103,5,1.0,10,0.354,1,0.407,723692,0,1,0
390.84,57,0.791,0.514,0.0841,0.00194,0.89,0.0802,0.458,-11.384,112.99,0.936,4,1.0,4,0.217,1,0.281,43493,0,1,1
247.384,75,0.889,0.618,0.0627,0.367,0.00438,0.105,0.444,-5.124,130.021,0.573,4,1.0,5,0.487,0,0.521,492067,0,1,1
131.25,71,0.623,0.558,0.339,0.593,6.46e-06,0.137,0.604,-9.918,128.079,0.0,4,0.401,10,0.48,0,0.487,1695630,0,1,0
247.941,75,0.483,0.468,0.0341,0.784,0.0,0.152,0.319,-7.642,135.875,0.75,4,0.916,8,0.691,1,0.687,11867372,0,0,1
206.626,50,0.722,0.822,0.0648,0.0224,2.14e-06,0.0882,0.684,-4.355,127.994,0.849,4,0.974,4,0.504,0,0.461,359454,0,0,1
97.392,89,0.911,0.573,0.288,0.38,0.0,0.403,0.972,-7.43,140.04,0.822,4,1.0,6,0.306,1,0.367,2588081,0,1,0
133.305,66,0.737,0.458,0.0317,0.601,6.98e-06,0.138,0.456,-5.805,89.993,0.683,4,0.995,6,0.524,1,0.564,62522,0,1,1
204.946,60,0.44,0.692,0.0493,0.318,0.0,0.0922,0.298,-5.371,78.39,0.186,4,0.992,0,0.527,1,0.657,141223,0,1,1
223.107,78,0.576,0.72,0.0409,0.438,0.0,0.0814,0.6,-3.842,140.031,0.642,4,0.994,9,0.512,1,0.621,30441,0,1,1
186.0,64,0.818,0.513,0.0574,0.106,0.00105,0.0408,0.583,-11.382,115.01,0.762,4,1.0,8,0.305,0,0.474,134802,0,1,1
221.988,68,0.645,0.324,0.0545,0.754,0.000727,0.103,0.493,-13.621,162.037,0.148,3,0.995,1,0.476,0,0.617,104649,0,1,1
159.076,73,0.682,0.716,0.042,0.289,0.0,0.216,0.436,-3.758,145.852,0.481,4,1.0,0,0.625,0,0.699,21000,0,1,1
225.306,69,0.45,0.679,0.346,0.157,0.000111,0.335,0.434,-6.454,129.268,0.251,4,1.0,7,0.865,1,0.449,1819933,0,0,0
185.093,61,0.845,0.735,0.0335,0.0841,0.0082,0.108,0.584,-6.618,120.02,0.801,4,1.0,2,0.316,1,0.393,2454,0,1,1
240.4,92,0.612,0.807,0.0336,0.0495,0.0177,0.101,0.398,-2.81,124.053,0.396,4,0.996,10,0.141,1,0.275,11767772,0,0,1
211.5,53,0.717,0.677,0.0641,0.000559,0.091,0.267,0.197,-10.727,159.903,0.419,4,0.399,1,0.864,1,0.614,334849,0,1,0
271.764,62,0.504,0.538,0.0255,0.128,0.0141,0.116,0.138,-8.745,136.006,0.701,4,1.0,0,0.533,1,0.55,252575,0,0,1
212.571,63,0.638,0.193,0.0357,0.779,0.0,0.316,0.55,-12.366,140.118,0.224,4,0.88,9,0.592,1,0.611,233322,0,1,1
138.857,57,0.805,0.666,0.36,0.3,5.29e-06,0.613,0.502,-10.741,142.974,0.51,4,1.0,7,0.02,1,0.424,96517,0,1,1
286.36,70,0.463,0.603,0.0276,0.495,0.0,0.167,0.477,-5.464,148.089,0.214,4,1.0,7,0.749,1,0.784,1593606,0,0,1
165.8,80,0.623,0.727,0.0562,0.184,2.02e-05,0.309,0.4,-5.57,125.975,0.876,4,0.174,11,0.834,0,0.787,198945,0,1,1
274.716,58,0.527,0.418,0.0296,0.882,0.0,0.0889,0.631,-8.169,109.675,0.495,4,0.936,7,0.669,1,0.725,238740,0,1,1
213.333,54,0.696,0.797,0.0696,0.0251,0.0,0.105,0.454,-6.031,107.925,0.57,4,1.0,6,0.72,0,0.785,95847,0,1,1
237.894,88,0.795,0.684,0.0419,0.0225,0.0,0.658,0.419,-3.971,114.011,0.47,4,0.951,11,0.13,0,0.329,65270837,0,0,0
219.789,79,0.747,0.619,0.0588,0.0865,2.03e-05,0.103,0.567,-6.009,94.98,0.505,4,1.0,3,0.501,1,0.586,10623200,0,1,0
352.2,77,0.535,0.618,0.0273,0.0716,0.000388,0.169,0.228,-3.913,81.975,0.086,4,0.969,8,0.704,1,0.77,68732645,0,0,1
219.534,74,0.852,0.748,0.0387,0.491,0.0,0.617,0.971,-4.564,116.961,0.835,4,0.91,4,0.619,0,0.511,17360,0,1,1
243.561,76,0.793,0.729,0.211,0.167,3.22e-06,0.135,0.65,-5.679,91.999,0.248,4,0.892,1,0.406,1,0.423,478138,0,1,0
163.355,57,0.763,0.618,0.072,0.166,0.0,0.149,0.805,-5.919,110.034,0.621,4,0.983,2,0.417,1,0.711,204908,0,1,1
221.811,62,0.706,0.655,0.0489,0.206,6.36e-06,0.101,0.434,-6.649,136.013,0.841,4,0.962,11,0.771,0,0.647,66115,0,0,0
220.25,76,0.386,0.416,0.0306,0.766,1.07e-05,0.119,0.345,-10.543,122.536,0.256,4,0.919,4,0.623,1,0.587,2757790,0,0,1
141.177,57,0.767,0.743,0.203,0.357,0.0,0.86,0.516,-6.819,140.018,0.644,4,0.878,4,0.433,1,0.487,460922,0,1,1
242.727,65,0.614,0.528,0.0346,0.393,0.0,0.105,0.46,-7.693,132.075,0.714,4,0.996,10,0.552,1,0.6,628612,0,1,1
249.463,76,0.793,0.676,0.0633,0.0335,0.0,0.304,0.461,-5.022,98.997,0.387,4,1.0,4,0.428,0,0.414,126354,0,1,0
216.0,59,0.727,0.6,0.24,0.636,5.1e-06,0.106,0.754,-4.799,199.796,0.025,4,1.0,8,0.451,1,0.538,943636,0,1,0
190.801,56,0.554,0.632,0.0352,0.546,9.29e-05,0.151,0.306,-6.054,156.123,0.604,4,1.0,1,0.81,0,0.719,45895,0,1,1
205.0,70,0.546,0.611,0.172,0.484,0.00149,0.101,0.749,-9.459,104.059,0.301,4,1.0,0,0.439,0,0.544,336731,0,1,1
382.328,57,0.801,0.671,0.0457,0.129,0.000112,0.061,0.84,-11.076,113.024,0.974,4,1.0,1,0.222,1,0.254,17941,0,1,1
162.711,54,0.589,0.604,0.363,0.593,0.0,0.0919,0.212,-5.827,78.954,0.089,3,0.678,11,0.525,1,0.467,225236,0,0,1
188.484,57,0.683,0.417,0.047,0.173,0.0,0.08,0.921,-6.701,99.03,0.001,4,1.0,5,0.467,0,0.564,177480,0,1,0
202.95,75,0.485,0.133,0.058,0.91,0.0,0.106,0.366,-10.7,100.593,0.126,3,0.266,2,0.757,1,0.72,9960912,0,0,1
206.272,73,0.713,0.67,0.305,0.113,0.0,0.52,0.457,-6.447,120.76,0.759,4,1.0,9,0.488,0,0.435,2137114,0,0,1
140.307,80,0.714,0.404,0.453,0.457,0.0,0.0701,0.782,-7.903,130.088,0.032,4,1.0,3,0.532,0,0.34,86101,0,1,1
245.76,72,0.656,0.336,0.0434,0.453,0.0,0.106,0.182,-10.538,125.058,0.565,4,0.979,9,0.138,1,0.37,3100792,0,0,1
204.255,54,0.578,0.538,0.209,0.388,0.0,0.394,0.361,-7.335,93.153,0.05,4,0.72,1,0.538,0,0.616,76486,0,1,1
141.147,58,0.915,0.484,0.41,0.16,0.0,0.0892,0.383,-7.738,122.013,0.465,4,0.993,6,0.273,0,0.466,40054,0,1,0
167.272,81,0.937,0.63,0.0502,0.61,3.88e-06,0.0734,0.943,-6.502,132.005,0.844,4,1.0,9,0.385,0,0.427,4734773,0,1,1
185.573,88,0.6,0.76,0.0452,0.166,4.09e-05,0.189,0.519,-6.124,158.078,0.353,4,1.0,6,0.477,0,0.48,1807113,0,0,1
177.741,60,0.645,0.596,0.107,0.404,0.0,0.142,0.298,-7.924,93.158,0.369,4,0.937,7,0.406,1,0.604,76486,0,1,1
170.387,84,0.768,0.487,0.0431,0.24,0.0,0.175,0.722,-8.936,137.034,0.706,4,0.986,4,0.734,0,0.605,1112637,0,1,1
188.564,74,0.788,0.731,0.047,0.0615,0.0,0.0997,0.258,-6.082,127.03,0.861,4,0.995,4,0.649,0,0.482,1266122,0,0,0
191.937,80,0.836,0.743,0.0653,0.0974,0.0,0.335,0.723,-6.305,108.965,0.809,4,0.976,10,0.482,0,0.586,5445961,0,0,0
262.165,74,0.489,0.684,0.0334,0.122,0.000178,0.222,0.382,-5.73,109.941,0.55,4,0.987,9,0.62,0,0.603,2713129,0,0,1
125.356,64,0.736,0.827,0.266,0.288,0.0,0.243,0.726,-7.124,115.158,0.838,4,1.0,6,0.0,0,0.336,18628,0,1,1
136.8,58,0.529,0.832,0.272,0.497,0.0,0.16,0.484,-4.699,100.314,0.002,4,1.0,5,0.043,0,0.324,48440,0,0,0
163.402,44,0.853,0.715,0.0951,0.54,3.57e-05,0.076,0.882,-3.715,90.025,0.239,4,1.0,8,0.0,1,0.298,90,0,1,1
199.205,79,0.82,0.504,0.141,0.261,7e-06,0.104,0.275,-9.113,85.016,0.409,4,1.0,4,0.843,0,0.679,1112637,0,1,0
216.0,58,0.859,0.548,0.0432,0.455,8.03e-05,0.0967,0.647,-7.831,119.985,0.811,4,1.0,5,0.246,0,0.374,657696,0,0,1
178.567,95,0.911,0.712,0.0817,0.0901,2.68e-05,0.0933,0.425,-5.105,92.005,0.087,4,0.989,1,0.57,0,0.62,65270837,0,0,0
216.734,63,0.801,0.565,0.0703,0.204,0.0,0.0763,0.783,-5.87,97.977,0.639,4,1.0,9,0.218,0,0.373,47483,0,1,1
178.885,57,0.671,0.41,0.183,0.921,0.00181,0.102,0.51,-8.192,165.955,0.115,4,0.082,7,0.559,0,0.579,506098,0,1,1
329.08,73,0.395,0.378,0.0443,0.88,0.0879,0.105,0.286,-9.743,152.204,0.087,4,0.912,3,0.321,1,0.58,1947922,0,0,1
294.418,80,0.651,0.661,0.147,0.276,0.0,0.105,0.505,-5.08,114.528,0.037,5,0.971,9,0.331,1,0.376,2788039,0,1,0
351.64,59,0.875,0.871,0.0458,0.0202,0.236,0.146,0.779,-10.757,112.006,0.548,4,1.0,5,0.551,0,0.63,41341,0,1,1
241.714,76,0.527,0.258,0.0319,0.821,0.000172,0.148,0.347,-9.499,139.928,0.396,4,1.0,4,0.543,1,0.644,1336064,0,1,1
196.0,58,0.761,0.702,0.0503,0.0375,0.0253,0.155,0.682,-7.973,99.99,0.3,4,1.0,11,0.542,1,0.729,189528,0,1,1
136.566,55,0.72,0.543,0.0628,0.07,0.0371,0.151,0.398,-8.724,133.07,0.524,4,1.0,5,0.286,0,0.639,681280,0,1,1
207.435,56,0.821,0.682,0.0644,0.0474,0.000134,0.11,0.632,-9.65,94.014,0.355,4,0.994,5,0.29,0,0.391,334849,0,1,1
192.115,56,0.777,0.498,0.0477,0.734,4.7e-06,0.0861,0.222,-7.709,130.008,0.255,4,1.0,0,0.784,0,0.764,290035,0,1,1
131.738,66,0.766,0.461,0.176,0.0349,6.38e-05,0.119,0.835,-8.789,104.048,0.423,4,1.0,2,0.825,1,0.652,299820,0,1,1
151.603,53,0.883,0.675,0.234,0.05,0.0,0.108,0.658,-6.919,139.945,0.634,4,1.0,9,0.651,1,0.494,258748,0,0,1
313.281,58,0.471,0.502,0.0295,0.285,0.0,0.108,0.201,-6.357,148.009,0.106,4,0.84,2,0.653,1,0.677,156602,0,0,1
186.661,87,0.847,0.69,0.0493,0.0127,6e-05,0.0526,0.692,-7.877,125.004,0.874,4,1.0,1,0.897,0,0.902,227183,0,1,1
215.626,88,0.68,0.826,0.0309,0.0212,1.24e-05,0.543,0.644,-5.487,118.051,0.857,4,0.857,0,0.326,1,0.5,59590626,0,0,0
211.095,47,0.83,0.65,0.0558,0.403,8.16e-06,0.0783,0.61,-4.695,95.024,0.34,4,1.0,6,0.593,0,0.596,316445,0,1,1
267.61,54,0.518,0.713,0.0565,0.393,1.03e-05,0.118,0.487,-7.644,87.807,0.064,4,0.964,4,0.473,0,0.52,1165234,0,0,1
292.074,62,0.549,0.923,0.0393,0.0295,8.76e-05,0.14,0.498,-3.857,140.045,0.747,4,0.991,1,0.5,1,0.559,515851,0,0,1
230.208,56,0.683,0.816,0.0425,0.0113,0.538,0.107,0.269,-5.178,121.001,0.152,4,1.0,11,0.035,0,0.422,1079564,0,1,1
214.333,81,0.321,0.64,0.0324,0.28,0.0,0.718,0.414,-10.023,146.172,0.23,3,1.0,2,0.008,1,0.349,5306607,1,0,1
242.026,90,0.749,0.63,0.116,0.0623,0.0,0.353,0.445,-6.685,122.09,0.711,4,1.0,4,0.463,0,0.415,72390794,0,0,0
181.117,58,0.757,0.698,0.0349,0.0657,0.0,0.361,0.758,-6.732,112.005,0.945,4,1.0,2,0.131,1,0.502,657696,0,1,1
148.143,83,0.503,0.496,0.0556,0.693,0.0,0.123,0.412,-9.123,187.844,0.062,4,0.992,5,0.564,0,0.76,65270837,0,0,1
168.848,44,0.706,0.836,0.041,0.105,0.000486,0.0993,0.534,-7.038,92.017,0.0,4,1.0,8,0.858,1,0.727,161166,0,0,0
324.698,72,0.545,0.523,0.0263,0.514,0.0,0.138,0.244,-6.242,83.906,0.044,4,1.0,0,0.397,1,0.473,768265,0,1,1
164.903,69,0.755,0.569,0.0339,0.51,1.77e-05,0.417,0.708,-7.48,117.938,0.587,4,1.0,5,0.852,0,0.797,11210,0,1,1
349.773,62,0.692,0.453,0.0299,0.263,0.000549,0.0836,0.351,-7.131,99.976,0.444,4,0.853,9,0.434,1,0.453,515851,0,0,1
217.729,56,0.534,0.752,0.1,0.608,5.87e-06,0.0842,0.304,-6.093,170.205,0.103,4,0.748,4,0.47,1,0.502,273651,0,1,1
134.256,93,0.838,0.525,0.0665,0.345,1.92e-06,0.0771,0.884,-3.574,145.035,0.637,4,1.0,10,0.397,1,0.35,12972685,0,0,1
166.149,58,0.613,0.895,0.0785,0.044,0.0,0.12,0.883,-5.047,147.966,0.907,4,0.993,9,0.031,0,0.095,4322,0,1,1
198.659,64,0.686,0.779,0.0316,0.0636,5.42e-06,0.383,0.557,-5.907,75.0,0.737,4,0.556,7,0.52,1,0.592,66115,0,0,1
176.0,82,0.81,0.789,0.0846,0.191,1.08e-05,0.467,0.77,-5.08,105.009,0.755,4,1.0,8,0.862,1,0.904,65270837,0,0,1
201.424,75,0.694,0.816,0.0293,0.0796,1.17e-06,0.103,0.601,-4.741,118.036,0.852,4,0.907,1,0.671,1,0.619,19708,0,1,1
205.427,83,0.676,0.625,0.0711,0.316,0.000119,0.127,0.522,-5.455,171.883,0.05,4,0.98,7,0.492,0,0.592,130128,0,1,1
152.0,56,0.77,0.894,0.218,0.318,0.00238,0.3,0.671,-4.653,104.993,0.582,4,1.0,7,0.099,1,0.696,16545,0,1,1
219.668,79,0.814,0.789,0.0405,0.365,0.000502,0.137,0.842,-6.29,107.003,0.713,4,1.0,11,0.585,1,0.594,1923079,0,0,1
289.541,74,0.668,0.685,0.0472,0.0822,0.0257,0.319,0.637,-8.765,108.971,0.726,4,1.0,7,0.621,1,0.709,1807113,0,1,1
321.904,60,0.452,0.415,0.0392,0.807,0.0,0.114,0.241,-6.667,125.935,0.271,4,0.978,6,0.647,1,0.7,310965,0,1,1
121.24,70,0.483,0.512,0.133,0.96,5.94e-05,0.115,0.74,-8.188,101.659,0.199,4,1.0,7,0.413,0,0.588,2906636,0,0,0
261.702,75,0.586,0.562,0.0267,0.803,5.52e-06,0.063,0.436,-7.399,93.982,0.404,4,1.0,9,0.461,1,0.526,70589567,0,1,1
175.254,61,0.665,0.698,0.226,0.193,1.02e-06,0.11,0.643,-6.852,98.603,0.285,4,0.985,11,0.715,0,0.737,943636,0,1,1
157.235,61,0.465,0.373,0.0275,0.762,6.91e-06,0.178,0.158,-8.897,88.974,0.07,4,1.0,11,1.0,1,0.871,1281659,0,1,1
142.638,52,0.849,0.795,0.292,0.0752,0.0,0.608,0.5,-8.397,143.174,0.827,4,1.0,9,0.232,1,0.257,349928,0,0,0
137.0,60,0.726,0.632,0.112,0.106,0.0,0.0923,0.289,-8.655,86.905,0.045,4,0.884,11,0.642,1,0.539,187908,0,0,1
207.853,64,0.788,0.859,0.0856,0.281,0.0,0.0424,0.822,-2.724,141.02,0.441,4,1.0,2,0.242,1,0.529,110047675,0,0,1
197.647,79,0.647,0.662,0.125,0.305,0.0,0.359,0.693,-2.955,113.28,0.182,5,0.877,10,0.265,1,0.348,5749546,0,1,1
167.684,70,0.744,0.511,0.125,0.0367,0.00315,0.0971,0.518,-8.183,94.991,0.481,4,1.0,2,0.543,0,0.564,147025,0,1,1
181.266,63,0.504,0.351,0.0426,0.798,0.0,0.0987,0.216,-7.727,96.461,0.055,3,1.0,2,0.921,1,0.745,1284101,0,0,1
164.093,72,0.69,0.524,0.146,0.418,4.63e-06,0.0748,0.44,-5.552,125.783,0.121,5,0.85,3,0.471,1,0.562,17840268,0,0,1
169.419,75,0.581,0.495,0.0658,0.185,2.96e-06,0.0479,0.184,-13.087,85.043,0.788,4,0.526,4,0.629,0,0.51,125031,0,1,1
